SITUACAO_COMPRA;PRECO_VENDA4ANT;MARKUP_PRECO_VENDA2;MARKUP_PRECO_VENDA3;MARKUP_PRECO_VENDA4;PRODUTO_BALANCA;ACOMPANHAMENTO;EXPORTAR_MOBILE;CODIGO_GRUPO;N_SAIS;PESO;CUBICAGEM;QTDE_PRODUTOS_PRATELEIRA;PRECO_CUSTO_ELETRONICO;CODIGO_DUN14;PSICOTROPICO;USO_CONTINUO;TIPO_RECEITA;TIPO_PRECO;CODIGO_LINHA;ATUALIZA_PRECO_ELETRO;MARKUP;INFORMA_DESC_VENDA;COR_ID;MEDIDA;GRADE_ID;MULTIPLICADOR;AUTORIA;IPI_ENTRADA;PRECO_VENDA2;PRECO_VENDA3;PRECO_VENDA2ANT;PRECO_VENDA3ANT;MARKUP_PRECO_VENDA;GERA_AUDITORIA;CODIGO_CLASSE;PART_NUMBER;VALOR_IPI_FIXO;VALOR_PIS_FIXO;VALOR_COFINS_FIXO;TIPO_MEDICAMENTO;LC_SERVICO_COD;PERMITIR_ALTERAR_PCO_NA_VENDA;ALTERA_PRECO;CODIGO_PROFIS;PRECO_FABRICA_DOLAR;PRECO_CUSTO_DOLAR;FATOR_MEDIDA;MAXIMO_PERCENTUAL;OBSERVACAO_ID;OBSERVACAO_ID_FORA;OBSERVACAO_ID_EXTERIOR;ICMS_INTERNO_RET;ORIGEM_MERCADORIA;MARKUP_MINIMO;QTDECOMPRIMIDOS;REDUCAO_BASE_ISSQN;LOTE_AUTOMATICO_ENTRADA;ISSQN;TRIBUTAVEL_EXPORTACAO;FRETE_BASE_ICMS;ULTIMO_CODIGO_EXP;IPPT;IAT;CODIGO_CNAE;PRECO_MAXIMO_CONSUMIDORANT;TIPO_PRODUTO_MEDICAMENTO;ESTRUTURA_ID;NAOSUGERIRCOMPRA;PERCENTDESCPROMOCAO;IMPORTACAO_CONDICAO;ATUALIZARPRCFABRICA;PRECO_PROMOCAO;PRECO_PROMOCAO_VENCTO;DATA_ALTERACAO_PRECOFABRICA;REDUCAO_BASE;CODIGO_PRO_ANT;REDUCAO_BASE_FORA;PRECO_DOLAR_ATUALIZA;PESO_BRUTO;PRECO_CUSTO_CONTABIL;DELIVERY;DELIVERY_DIAS_CONSUMO;TIPO_PRODUTO;FORMAR_PRECO_VENDA;CLASSIFICACAO_FISCAL;INTEGRAR;COMOFORMAR_PRECO_ENTRADA;PRECO_MAXIMO_CONSUMIDOR;NOTA_FISCAL;PRECO_VENDAANT;CODIGO_PRO;DATA_CADASTRO;MARCA;CODIGO_EXP;NOME_PRODUTO;NOME_PRODUTO_CIENTIFICO;DESCRICAO_COMPRA;GENERICO;CC_DESCONTO_EQUILIBRIO;QUANTIDADE_CAIXA;ALTURA;LARGURA;PRECO_MEDIO_FABRICA;PRCREFFARMAPOPULAR;PERC_COFINS;PERC_PIS;COMISSAO_REVENDA_FORNECEDOR;ICMS_INTERNO;PIS_CONFINS;TRIBUTAVEL;TRIBUTAVEL_FORA;PRECO_CUSTO;FATOR_DE_LUCRO;FATOR_DE_LUCROMINIMO;PRECO_FABRICA;PRECO_MEDIO;PRECO_MINIMO1;PRECO_VENDA1;UNIDADE;ENDERECO_ESTOQ;ENDERECO_PRAT;CODIGO_BARRA;CODIGO_AUXILIAR;CODIGO_INDUSTRIA;COD_ITX;BONIF_COMPRA;BONIF_VENDA;BUSCA_LOTE;CODIGO_PRAZO;COMISSAO;EMBALAGEM_PADRAO;ESTIMATIVA;FRACAO_VENDA;HOSPITALAR;SUSPENSO;IPI;PRODUTO_ESPECIAL;PRECO_CUSTOANT;PRECO_MINIMOANT;PRECO_MEDIOANT;PRECO_FABRICAANT;PRECO_DOLARANT;PRECO_DOLAR_MINIMO;NOME_LICITACAO;COMPRA_COTACAO;MARKUP_PRECO_MINIMO;DESCONTO1;DESCONTO2;DESCONTO3;PRECO_VENDA4;REFRIGERADO;PRECO_FORMADO;PERC_COMERCIAL;PERC_FINANCEIRO;CODIGO_GENERO;SNGPC;REGISTRO_MS;PESO_EMBALAGEM;REFERENCIA;PRECO_DOLAR_MINIMOANT;CONSISTE_ESTOQUE;ETIQUETA_PRODUTO;DESTACAR_OBS_ESPECIAL;TIPO_MARKETING;PESO_MEDIDA;ACEITA_DESC_BONIFICACAO;ACEITA_DESC_COMERCIAL;ACEITA_DESC_FINANCEIRO;DESCONTO_MAXIMO;SOLICAUTORIZVENDA;ICMS_EXTERNO;DIAS_GARANTIA;PRECO_VENDANOVO;PRECO_VENDANOVO_DATA;GERAR_TAREFA;PRECO_DOLAR;DATA_HORA_ALTERACAO;EMPRESA_ALTERACAO;USUARIO_ALTERACAO;PRECO_MINIMO1_PADRAO;PRECO_VENDA1_PADRAO;PRECO_DOLAR_PADRAO;CST_PIS;CST_COFINS;CODIGO_REA;SUSPENSO_COMPRA;QTD_PARC_APROP_CIAP;RECEITA_PRODUTO;CONSISTE_PCO_MINIMO_CONTACORR;RECEITA_CREDITO_PISCOFINS;TIPO_MEDICAMENTO_SNGPC;FUNCAO_BEM;VIDA_UTIL_BEM;ENDERECO_PULMAO;ALOCACAO_ESPECIAL;QTD_FARMACIA_POPULAR;UNI_FARMACIA_POPULAR;CALCULA_CONTA_CORRENTE;WMS;NFE_PRECO_LIQUIDO;ISENCAO_PARTILHA_ICMS;QTD_MULTIPLA_VENDA;DESTACA_FUNDO_COMBATE_POBREZA;PRAZO_VALIDADE;PRECO_VENDA5ANT;PRECO_VENDA6ANT;ID_DEPTO_PRODUTO;ENVIAR_ECOMMERCE;PESO_CUBICO;COMPRIMENTO;URL_IMAGEM_ECOMMERCE;ID_CATEGORIA;MARCA_ID;CEST;PRECO_VENDA5;MARKUP_PRECO_VENDA5;PRECO_VENDA6;MARKUP_PRECO_VENDA6;PERC_LIMITE_COMISSAO_PROD;PRECO_MEDIO_CONTABIL;DESATIVACAO_AUTOMATICA;ID_PRODUTO_OCART;DETALHE_PRODUTO;PERC_VERBA_CUSTO;NAOSUGERIRESTOQUEMINIMO;ENTRADA_ESTOQUE_QUARENTENA;CATALOGO_ID;ENVIAR_WHATSAPP;WHATSAPP_NOME;WHATSAPP_DESCRICAO;WHATSAPP_PRECO;WHATSAPP_DATA_HORA_SINC;QTDE_DIAS_RETORNO_QUARENTENA;QTDE_CAIXA_PCP;SUBIR_CADASTRO_API;POTENCIA;PCP_NUMERO_PROJETO;PCP_RETORIO_TIPO_OP;PCP_COMPRIMENTO_FIO;PCP_DIAMETRO_FIO;PCP_NOME_TECNICO;PCP_TIPO_AGULHA;PCP_SEMI_ACABADO;PCP_REF_TESTE_RESISTENCIA;PCP_REF_TESTE_DIAMETRO;PCP_REF_TESTE_COMPRIMENTO;PCP_REF_TESTE_FIXACAO;CONFERIDO_RESP_CONTABIL;ENVIAR_BLING;CLASS_TRIB;ENVIAR_COTACAO
L;;54.83;57.48;60.14;N;N;S;003.000;0000005363;0;0;0;91.59;17896004738406;N;N;;L;002.002;S;0;N;;;;;;0;16.07479432;16.34992321;;;37.87;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;1899-12-30 00:00:00.000;2013-04-02 00:00:00.000;42.10526;;16.66667;S;0;10.416012;N;0;0;N;30049079;S;3;150.36;S;;0003937;2013-07-04 00:00:00.000;EMS GENERICO;33504;CLOPIDOGREL, BISSULFATO DE 75MG 4BL X 7;CLOPIDOGREL, BISSULFATO DE 75MG 4BL X 7;CLOPIDOGREL, BISSULFATO DE 75MG 4BL X 7;N;0;;;;;;0;0;0;19;M;T;T;10.42;0;0;11.2;10.382222;14.37;14.37;UNI;;;7896004738406;000232499;;;0;0;S;0001;0;1;S;1;S;N;0;;;;;;;0;;N;37.87;0;0;0;16.62609031;N;;0;0;;N;1023511960020;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:19.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;;S;N;N;N;1;N;0;;;;N;;;;;62;;17.1773863;65.45;14.31396947;37.87;0;10.380871;N;;;0;;N;;N;;;0;;0;1;N;0;;;;0;;;N;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005363;0;0;0;107.71;17891058001261;N;N;;L;002.002;S;0;N;;;;;;0;12.99;13.25;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2021-12-27 00:00:00.000;2013-04-04 00:00:00.000;0;;0;S;0;8.32;N;0;0;N;30049079;S;3;13.79;S;;0003941;2013-07-04 00:00:00.000;BIOLAB GENERICO;13541;BISSULFATO DE CLOPIDOGREL 75MG CX/30CPR;BISSULFATO DE CLOPIDOGREL 75MG CX/30CPR;BISSULFATO DE CLOPIDOGREL 75MG CX/30CPR;N;0;;;;;;0;0;0;17;I;T;T;7.74;0;0;75.65;7.74;8.661;8.661;CX.;;;7891058001261;000226882;;;0;0;S;0001;0;30;S;1;S;S;0;;;;;;;0;BISSULFATO DE CLOPIDOGREL 75MG CX/30CPR;N;37.8726;;;;13.52;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-19 17:15:06.000;;;;;0;;;0;N;48;;N;;;;;;N;0;CPR;S;N;N;N;1;N;0;;;;N;;;;;533;;13.79;65.4534;8.661;37.8726;0;7.74;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005363;0;0;0;93.59;17897595605924;N;N;;L;002.002;S;0;N;;;;;;0;13.79;14.06;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2021-12-27 00:00:00.000;2013-04-01 00:00:00.000;0;;0;S;0;9.45;N;0;0;N;30049079;S;3;14.48;S;;0003943;2013-07-04 00:00:00.000;SANDOZ;1163;BISSULFATO DE CLOPIDOGREL 75MG CX/28CPR;BISSULFATO DE CLOPIDOGREL 75MG CX/28CPR;BISSULFATO DE CLOPIDOGREL 75MG CX/28CPR;N;0;;;;;;0;0;0;17;I;T;T;8.21;0;0;93.59;8.21;9.9;9.9;CX.;;;7897595605924;000226999;;;0;0;S;0001;0;28;S;1;N;S;0;;;;;;;0;BISSULFATO DE CLOPIDOGREL 75MG CX/28CPR;N;37.8726;;;;14.2;N;;0;0;;N;1004704240082;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:19.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;CPR;S;N;N;N;1;N;0;;;;N;;;;;222;;14.48;65.4534;9.9;37.8726;0;8.21;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;66.06;74.6;76.32;N;N;S;001.001;0000005376;0;0;0;415.95;17896727841247;N;N;;L;002.002;S;0;N;;;;;;0;3.81938;4.0158;;;39.35;N;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;0;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;3.8;2024-05-31 00:00:00.000;2013-04-01 00:00:00.000;42.10526;;16.66667;S;0;2.62801;N;0;0;N;30049099;S;3;4.45;S;;0003986;2013-07-04 00:00:00.000;HALEXISTAR;3;CLORETO DE SODIO 0,9% SF 100 ML CX C/100;CLORETO DE SODIO 0,9% SF 100 ML CX C/100;CLORETO DE SODIO 0,9% SF 100 ML CX C/100;N;0;;;;;;0;0;0;19;M;T;T;2.3;0;0;2.92;2.3;3.21;3.21;UNI;;;7896727841247;;;;0;0;S;0001;0;1;S;1;S;N;0;;;;;;;0;CLORETO DE SODIO 0,9% SF 100 ML CX C/100;N;39.35;0;0;0;4.05536;N;;0;0;;N;1031100111675;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:19.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;S;0;;S;N;N;N;100;N;0;;;;N;;;;;352;;4.21245;83.15;3.20505;39.35;0;2.62801;N;;;0;;N;;N;;;0;;0;1;N;0;;;;0;;;N;;;;;S;N;000001;
L;;66.06;74.6;76.32;N;N;S;001.001;0000005376;2500;0;0;81.99;17896727841308;N;N;;L;001.001;S;0;N;;;;;;0;4.63;4.87;;;39.35;S;;;0;0;0;O;;;N;;;;PESO;0;4;4;;0;0;0;0;0;N;0;;S;;T;A;;0;M;;N;;;S;0;1899-12-30 00:00:00.000;2013-04-01 00:00:00.000;42.10526;;16.66667;S;2500;2.79;N;0;0;N;30049099;S;3;5.11;S;;0003987;2013-07-04 00:00:00.000;HALEXISTAR;3;CLORETO DE SODIO 0,9% SF 250ML CX C/50UN;CLORETO DE SODIO 0,9% SF 250ML CX C/50UN;CLORETO DE SODIO 0,9% SF 250ML CX C/50UN;N;0;;;;;;0;0;0;19;M;T;T;2.79;0;0;3.1;2.79;3.89;3.89;UNI;;;7896727841308;000238646;;;0;0;S;0001;0;1;S;1;S;N;0;;;;;;;0;CLORETO DE SODIO 0,9% SF 250ML CX C/50UN;N;39.35;0;0;0;4.92;N;;0;0;;N;1031100111683;2500;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:19.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;S;0;;S;N;N;N;50;N;0;;;;N;;;;;352;;5.11;83.15;3.89;39.35;0;2.79;N;;;0;;N;;N;;;0;;0;1;N;0;;;;0;;;N;;;;;S;N;000001;
L;;54.83;57.48;60.14;N;N;S;003.000;0000004780;0;0;0;12.08;17896004706290;N;N;;L;002.002;S;0;N;;;;;;0;8.35;8.49;;;37.87;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;1899-12-30 00:00:00.000;2013-04-02 00:00:00.000;42.10526;;16.66667;S;0;5.385083;N;0;0;N;30049039;S;3;19.83;S;;0004012;2013-07-04 00:00:00.000;EMS GENERICO;33749;CLORIDRATO DE AMBROXOL 6MG XPE S-ACUCAR;CLORIDRATO DE AMBROXOL 6MG XPE S-ACUCAR;CLORIDRATO DE AMBROXOL 6MG XPE S-ACUCAR;N;0;;;;;;0;0;0;19;M;T;T;5.39;0;0;5.75;5.39;7.43;7.43;UNI;;;7896004706290;;10190;;0;0;S;0001;0;1;S;1;S;N;0;;;;;;;0;;N;37.87;0;0;0;8.63;N;;0;0;;N;1023504810043;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:21.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;;S;N;N;N;1;N;0;;;;N;;;;;62;;8.92;65.45;7.43;37.87;0;5.385083;N;;;0;;N;;N;;;0;;0;1;N;0;;;;0;;;N;;;;;S;N;000001;
L;;54.83;57.48;60.14;N;N;S;004.003;0000004807;0;0;0;7.96;17896004727776;N;N;;L;002.002;S;0;N;;;;;;0;1.43;1.45;;;37.87;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;1899-12-30 00:00:00.000;2013-04-02 00:00:00.000;42.10526;;16.66667;S;0;0.968008;N;0;0;N;30049039;S;3;1.53;S;;0004048;2013-07-04 00:00:00.000;EMS GENERICO;33749;*CLOR. DE AMITRIPTILINA 25MG CX 30  C1;*CLOR. DE AMITRIPTILINA 25MG CX 30  C1;*CLOR. DE AMITRIPTILINA 25MG CX 30  C1;N;0;;;;;;0;0;0;19;M;T;T;0.87;0;0;0.99;0.87;1.27;1.27;CX;;;7896004727776;000228880;;;0;0;S;0001;0;30;S;1;S;N;0;;;;;;;0;*CLOR. DE AMITRIPTILINA 25MG CX 30  C1;N;37.87;0;0;0;1.48;N;;0;0;;N;1023508850041;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:19.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;;S;N;N;N;1;N;0;;;;N;;;;;62;;1.53;65.45;1.27;37.87;0;0.968008;N;;;0;;N;;N;;;0;;0;1;N;0;;;;0;;;N;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005264;0;0;0;39.88;;N;N;;L;002.002;S;0;N;;;;;;0;189;191;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2020-12-18 00:00:00.000;2013-04-01 00:00:00.000;0;;0;S;0;26.6;N;0;0;N;30042059;S;3;196.86;S;;0004087;2013-07-04 00:00:00.000;AUROBINDO PHARMA;218;CLORIDRATO DE CEFEPIMA 2G SOL INJ CX20FR;CLORIDRATO DE CEFEPIMA 2G SOL INJ CX20FR;CLORIDRATO DE CEFEPIMA 2G SOL INJ CX20FR;N;0;;;;;;0;0;0;17;M;T;T;24.56;0;0;39.88;24.56;180;180;CX.;;;;000222254;;;0;0;S;0001;0;20;S;1;S;S;0;;;;;;;0;CLORIDRATO DE CEFEPIMA 2G SOL INJ CX20FR;N;37.8726;0;0;0;193;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-07-16 18:50:15.000;;;;;0;;;0;N;48;;N;;;;;;N;0;FRA;S;N;N;N;1;N;0;;;;N;;;;;406;;196.86;65.4534;180;37.8726;0;69.98;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;56.4672;59.2008;61.9446;N;N;S;003.000;0000005264;0;0;0;68.09;17898361881610;N;N;;L;002.002;S;0;N;;;;;;0;10.3;10.3;;;39.0048;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;2;0;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2024-07-16 00:00:00.000;2013-04-01 00:00:00.000;42.10526;;0;S;0;27.5;N;0;0;N;30042059;S;3;35.09;S;;0004093;2013-07-04 00:00:00.000;AUROBINDO PHARMA;218;CLORIDRATO DE CEFEPIMA 2G PO SOL INJ 1FA;CLORIDRATO DE CEFEPIMA 2G PO SOL INJ 1FA;CLORIDRATO DE CEFEPIMA 2G PO SOL INJ 1FA;N;0;;;;;;0;0;0;19;M;T;T;20.75;0;0;25;20.75;10.3;10.3;FRA;;;7898361881610;000228595;;;0;0;S;0001;0;1;S;1;S;N;0;;;;;;;0;;N;39.0048;;;;10.3;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;4;15;;;S;0;2026-08-19 17:15:06.000;;;;;0;;;0;N;48;;N;;;;;;S;0;;S;N;N;N;1;N;0;;;;N;;;;;406;;35.09;67.422;10;39.0048;0;22.5;N;;;0;;N;;N;;;0;;0;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005380;0;0;0;396.7;;N;N;;L;002.002;S;0;N;;;;;;0;43.96;55.82;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2021-12-08 00:00:00.000;2013-03-27 00:00:00.000;0;;0;S;0;38.2;N;0;0;N;30042059;S;3;58.61;S;;0004106;2013-07-04 00:00:00.000;ABL-ANTIBIOTICOS;367;CLORIDRATO DE CEFEPIME 1G PO INJ CX 10 F;CLORIDRATO DE CEFEPIME 1G PO INJ CX 10 F;CLORIDRATO DE CEFEPIME 1G PO INJ CX 10 F;N;0;;;;;;0;0;0;17;M;T;T;35.7;0;0;396.7;35.7;43.1;43.1;CX.;;;;7898911244278;;;0;0;S;0001;0;10;S;1;S;S;0;;;;;;;0;;N;37.8726;0;0;0;56.75;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-07-16 18:50:15.000;;;;;0;;;0;N;48;;N;;;;;;N;0;UNI;S;N;N;N;1;N;0;;;;N;;;;;295;;58.61;65.4534;43.1;37.8726;0;0;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005380;0;0;0;72.11;17898911244322;N;N;;L;002.002;S;0;N;;;;;;0;93.04;94.19;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2016-01-17 00:00:00.000;2013-03-27 00:00:00.000;0;;0;S;0;76.4;N;0;0;N;30042059;S;3;117.22;S;;0004109;2013-07-04 00:00:00.000;ABL-ANTIBIOTICOS;367;CLORIDRATO DE CEFEPIME 2G INJ CX10FA GEN;CLORIDRATO DE CEFEPIME 2G INJ CX10FA GEN;CLORIDRATO DE CEFEPIME 2G INJ CX10FA GEN;N;0;;;;;;0;0;0;0;M;T;T;71.4;0;0;72.11;71.4;87.5;87.5;CX.;;;7898911244322;000223273;;;0;0;S;0001;0;10;S;1;S;S;0;;;;;;;0;CLORIDRATO DE CEFEPIME 2G INJ CX10FA GEN;N;37.8726;0;0;0;95.36;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;0;15;;;S;0;2026-08-19 17:15:06.000;;;;;0;;;0;N;48;;N;;;;;;N;0;FRA;S;N;N;N;1;N;;;;;;;;;;295;;117.22;65.4534;87.5;37.8726;0;;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005021;0;0;0;19.13;17895296033077;N;N;;L;002.002;S;0;N;;;;;;0;6.8;7.26;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2020-12-18 00:00:00.000;2013-05-13 00:00:00.000;0;;0;S;0;4.82;N;0;0;N;30049039;S;3;7.49;S;;0004141;2013-07-04 00:00:00.000;NOVA QUIMICA;10408;MUSCUSAN 10MG C/30 CPR REV NQ;MUSCUSAN 10MG C/30 CPR REV NQ;MUSCUSAN 10MG C/30 CPR REV NQ;N;0;;;;;;0;0;0;17;I;T;T;4.21;0;0;25.39;4.21;4.71;4.71;CX.;;;7895296033077;000232079;;;0;0;S;0001;0;30;S;1;N;S;0;;;;;;;0;MUSCUSAN 10MG C/30 CPR REV NQ;N;37.8726;;;;7.34;N;;0;0;;N;1181904080178;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:20.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;CPR;S;N;N;N;1;N;0;;;;N;;;;;181;;7.49;65.4534;4.71;37.8726;0;4.24;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005034;0;0;0;27.96;17898060131399;N;N;;L;002.002;S;0;N;;;;;;0;6.23;6.35;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2020-12-15 00:00:00.000;2013-04-02 00:00:00.000;0;;0;S;0;3.99;N;0;0;N;30039079;S;3;6.55;S;;0004167;2013-07-04 00:00:00.000;GLOBO;792;CIPROFLOXACINO 500MG CX 14 GLOBO;CIPROFLOXACINO 500MG CX 14 GLOBO;CIPROFLOXACINO 500MG CX 14 GLOBO;N;0;;;;;;0;0;0;17;I;T;T;3.71;0;0;27.96;3.71;3.79;3.79;CX.;;;7898060131399;000228084;;;0;0;S;0001;0;14;S;1;N;S;0;;;;;;;0;CIPROFLOXACINO 500MG CX 14 GLOBO ;N;37.8726;;;;6.42;N;;0;0;;N;1053501400024;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:20.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;UNI;S;N;N;N;1;N;0;;;;N;;;;;80;;6.55;65.4534;3.79;37.8726;0;3.72;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;003.000;0000005034;0;0;0;50.46;17897595602404;N;N;;L;002.002;S;0;N;;;;;;0;5.57;5.68;;;37.8726;S;;;0;0;0;G;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2020-12-09 00:00:00.000;2013-04-01 00:00:00.000;0;;0;S;0;3.82;N;0;0;N;30049069;S;3;5.84;S;;0004169;2013-07-04 00:00:00.000;SANDOZ;1163;CIPROFLOXACINO 500MG C/14CPR SANDOZ;CIPROFLOXACINO 500MG C/14CPR SANDOZ;CIPROFLOXACINO 500MG C/14CPR SANDOZ;N;0;;;;;;0;0;0;17;I;T;T;3.32;0;0;50.46;3.32;3.71;3.71;CX.;;;7897595602404;000215157;;;0;0;S;0001;0;14;S;1;N;S;0;;;;;;;0;CIPROFLOXACINO 500MG C/14CPR SANDOZ;N;37.8726;;;;5.73;N;;0;0;;N;1004703510116;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-21 18:36:20.000;14.115.388/0001-80;00200;;;0;;;0;N;48;;N;;;;;;N;0;CPR;S;N;N;N;1;N;0;;;;N;;;;;222;;5.84;65.4534;3.71;37.8726;0;3.32;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
L;;54.825;57.477;60.1392;N;N;S;001.001;0000006742;0;0;0;20.71;17898060138893;S;N;;L;001.001;S;0;N;;;;;;0;3.28;3.34;;;37.8726;S;;;0;0;0;O;;;N;;;;PESO;0;4;4;;0;0;;0;0;N;0;I;S;;T;A;;0;M;;N;;;S;0;2020-11-12 00:00:00.000;2013-04-02 00:00:00.000;0;;0;S;0;4.05;N;0;0;N;30049039;S;3;3.45;S;;0004181;2013-07-04 00:00:00.000;GLOBO;792;*FLUOXETINA 20MG C/30;*FLUOXETINA 20MG C/30;*FLUOXETINA 20MG C/30;N;0;;;;;;0;0;0;17;I;T;T;1.85;0;0;20.71;1.85;2.59;2.59;CX.;;;7898060138893;000228083;;;0;0;S;0001;0;1;S;1;S;S;0;;;;;;;0;*FLUOXETINA 20MG C/30;N;37.8726;;;;3.38;N;;0;0;;N;;0;;;S;1;N;0;0;S;S;S;0;N;12;15;;;S;0;2026-08-19 17:15:06.000;;;;;0;;;0;N;48;;N;;;;;;N;0;UNI;S;N;N;N;1;N;0;;;;N;;;;;80;;3.45;65.4534;2.59;37.8726;0;1.85;N;;;0;;N;;N;;;0;;;1;N;0;;;;;;;;;;;;S;N;000001;
